"HomeCounty","AllCommutes","sum(CNS01)","sum(CNS02)","sum(CNS03)","sum(CNS04)","sum(CNS05)","sum(CNS06)","sum(CNS07)","sum(CNS08)","sum(CNS09)","sum(CNS10)","sum(CNS11)","sum(CNS12)","sum(CNS13)","sum(CNS14)","sum(CNS15)","sum(CNS16)","sum(CNS17)","sum(CNS18)","sum(CNS19)","sum(CNS20)"
48217,13872,138,202,183,1181,1581,619,2059,559,148,432,178,441,96,638,1406,1757,133,1219,336,566
48219,9797,377,983,76,585,388,393,1109,335,135,304,89,215,71,353,1544,1060,59,870,529,322
48221,22918,215,898,456,1635,1546,1000,3062,887,311,768,376,913,140,894,2240,3285,428,2301,688,875
48223,13680,199,121,150,741,1742,919,1768,549,192,447,120,457,54,598,1562,2023,129,1160,301,448
48225,7614,81,170,80,574,697,295,905,274,78,177,83,264,36,259,903,1149,65,595,204,725
48227,14392,210,1277,202,837,965,593,1786,421,139,323,243,344,90,388,1174,2896,137,1466,415,486
48229,1084,100,40,17,77,57,34,156,39,27,25,17,26,4,96,127,97,5,65,21,54
48231,37796,164,181,423,2394,5788,1608,4682,1196,493,1235,484,1866,275,1755,4289,5015,431,3394,895,1228
48233,8714,176,824,128,1020,864,299,1026,211,58,223,76,236,39,190,972,762,153,806,340,311
48235,496,19,98,7,40,21,23,60,15,4,12,8,12,2,9,43,42,7,35,11,28
48237,3062,29,263,19,209,200,145,365,151,27,91,31,124,10,157,324,374,36,292,84,131
48239,5781,78,239,126,738,612,265,655,167,64,185,73,177,34,241,609,664,31,458,174,191
48241,12023,124,231,139,1325,1520,422,1393,384,98,288,102,413,71,361,1252,1847,121,1009,326,597
48243,732,68,27,10,44,17,21,65,17,4,26,10,15,5,15,168,50,17,92,22,39
48245,103019,223,1269,825,11475,10880,3536,12083,3714,919,2314,1466,4408,719,5690,9451,15290,983,9971,3158,4645
48247,1937,71,116,21,119,63,48,253,59,16,43,12,43,4,77,247,422,21,131,55,116
48249,15564,172,1178,87,1065,710,671,1652,477,104,400,345,465,121,562,1428,3521,151,1481,352,622
48251,72200,343,1384,472,5651,8884,3761,8671,3263,975,2278,993,3058,478,3547,7652,8820,929,6464,2024,2553
48253,7056,159,308,102,521,372,341,992,223,76,255,107,201,34,226,752,1247,72,512,174,382
48255,5201,67,396,88,313,303,225,672,194,47,171,74,183,34,299,485,580,36,570,103,361
48257,55340,153,372,484,4032,5090,3059,6268,2730,994,2384,928,3132,528,2917,5936,7398,738,4640,1384,2173
48259,15926,99,286,90,1218,758,648,1787,313,251,1283,299,1095,194,707,1691,2280,321,1502,476,628
48261,217,26,7,1,15,17,8,18,6,1,6,4,4,3,11,15,27,3,24,7,14
48263,312,12,16,4,9,13,9,34,3,3,12,1,16,2,10,32,68,2,10,5,51
48265,20037,194,210,175,1463,1224,621,3037,445,288,663,286,984,104,770,1669,3856,300,2418,726,604
48267,1605,35,60,22,112,59,60,284,32,17,58,15,34,4,43,188,214,6,225,50,87
48269,130,9,3,0,5,9,6,16,3,2,2,0,3,1,0,25,14,1,14,2,15
48271,690,15,17,41,59,28,34,61,38,3,21,21,21,1,17,52,101,12,49,54,45
48273,11850,307,343,81,818,625,185,1279,261,81,276,160,322,38,517,2269,2091,87,1351,248,511
48275,1409,128,68,12,102,59,73,150,32,12,44,14,25,6,44,133,266,19,77,50,95
48277,20394,175,122,206,1241,3469,641,2208,599,171,676,169,537,88,1317,2092,3681,161,1722,468,651
48279,5412,655,133,116,252,260,297,720,214,48,163,43,112,88,175,580,649,23,407,153,324
48281,8070,44,91,57,774,587,313,1042,189,99,239,122,425,38,355,1077,1015,74,729,266,534
48283,1880,49,202,9,124,47,55,168,76,8,49,26,34,22,82,241,222,13,232,39,182
48285,8794,134,372,75,598,1190,557,1132,309,72,314,105,320,56,275,934,1138,66,589,232,326
48287,7674,206,264,106,948,586,366,894,173,95,271,97,388,36,315,667,805,82,652,200,523
48289,4966,117,202,86,532,426,251,743,150,46,127,55,185,18,154,535,393,27,461,166,292
48291,32640,191,1165,237,4116,3153,1763,3906,1794,321,838,496,1787,216,1575,3015,3022,283,2791,938,1033
48293,9412,79,293,119,632,804,365,1227,291,71,319,100,248,45,384,1019,1794,75,823,215,509
48295,1068,75,100,6,70,106,59,111,55,4,29,10,19,6,34,156,82,3,37,20,86
48297,3594,62,242,21,344,164,174,433,146,42,133,75,141,18,141,332,355,36,382,108,245
48299,7149,60,84,102,636,332,380,998,155,89,240,126,374,38,301,636,891,293,783,235,396
48301,164,1,11,4,16,9,9,19,13,0,6,5,6,0,5,14,14,3,19,5,5
48303,135686,1387,1568,985,6822,4967,6800,16242,4139,3118,5412,2042,4859,1144,6441,21905,22956,1729,14611,4212,4347
48305,2372,226,71,88,143,102,127,243,75,46,88,28,59,12,81,307,318,18,154,70,116
48307,3108,69,365,64,164,177,144,380,87,39,101,36,106,12,99,310,330,31,330,91,173
48309,105822,347,469,710,6347,12790,4698,11758,2981,1127,4114,1755,3764,704,7362,12400,16225,1193,10430,2655,3993
48311,282,18,15,0,23,12,14,28,10,2,4,1,6,2,3,40,24,1,23,12,44
48313,5893,498,162,52,424,322,245,754,147,44,142,94,215,31,238,646,606,55,605,162,451
48315,4004,30,122,54,245,506,153,506,148,48,140,39,111,20,189,388,670,25,379,95,136
48317,1800,128,266,49,131,87,91,225,67,35,43,20,44,8,49,130,198,16,120,39,54
48319,1312,51,93,7,69,70,111,160,29,17,51,23,45,4,18,138,143,13,151,27,92
48321,16983,547,484,718,2018,1512,592,2008,446,151,401,246,728,115,816,1493,2029,183,1540,526,430
48323,22506,324,589,163,918,1011,555,2866,1145,199,436,268,413,70,761,3403,5346,973,1946,348,772
48325,18289,269,415,254,1314,877,644,2252,597,289,939,238,999,123,949,2072,2607,233,1888,460,870
48327,675,32,32,7,45,29,24,109,13,5,22,3,19,1,33,93,83,6,61,21,37
48329,71150,319,12944,463,4273,2800,3977,7973,2761,712,1869,1543,3212,1154,2609,5310,7920,949,6565,2197,1600
48331,10561,152,243,143,1064,825,487,1209,285,154,363,146,427,80,624,1162,1466,92,917,271,451
48333,2019,73,16,8,117,157,87,329,39,76,73,16,64,4,59,289,274,16,132,59,131
48335,2983,69,203,29,159,111,127,419,104,22,71,31,66,14,88,388,466,14,258,81,263
48337,8051,85,424,80,493,797,326,1033,351,77,284,101,244,31,285,874,1113,147,787,223,296
48339,227436,554,9580,1906,18915,18083,13668,24893,10541,2888,7767,4237,16073,2529,12606,22414,23274,3388,20892,6639,6589
48341,9910,779,386,70,678,2297,413,1059,296,58,184,83,179,32,243,980,784,61,739,240,349
48343,4568,62,38,57,190,847,198,512,168,36,177,28,128,21,150,618,641,31,360,96,210
48345,441,37,8,4,40,17,18,53,16,5,24,10,9,3,17,39,62,11,23,16,29
48347,23754,365,291,156,1336,3088,949,2712,589,186,578,261,695,137,1306,3734,3629,191,2158,547,846
48349,20917,197,199,209,1407,3231,934,2575,885,228,566,276,614,111,1063,2462,2860,195,1626,511,768
48351,4174,83,77,57,490,565,105,484,149,34,88,39,162,20,133,397,653,33,285,105,215
48353,6672,93,248,110,406,737,200,858,281,49,186,48,195,22,255,685,993,90,679,177,360
48355,144901,614,2954,1264,13173,6737,4943,16760,4852,1611,3944,2614,6592,751,7703,15894,26842,2134,17061,4412,4046
48357,4255,291,783,42,331,161,229,469,106,51,103,34,76,11,91,453,391,46,328,126,133
48359,593,65,19,10,33,31,28,80,22,3,10,1,16,3,9,81,103,8,47,8,16
48361,37053,84,666,302,4479,5603,1363,4200,1172,294,1004,503,1777,250,1388,3460,4290,609,3190,1152,1267
48363,9433,186,487,132,632,1333,351,1097,378,97,211,135,317,62,340,994,1085,129,904,243,320
48365,8573,62,554,87,891,905,300,965,323,79,215,98,289,38,387,939,1233,56,579,185,388
48367,55081,313,1259,396,3930,6470,2712,6047,2586,753,2177,832,2872,446,2638,5649,6861,768,4765,1509,2098
48369,3659,591,29,19,124,1034,143,233,107,22,76,12,73,23,151,384,282,21,140,96,99
48371,6156,175,694,77,589,240,189,820,260,50,168,79,133,70,111,403,554,44,779,143,578
48373,14643,170,250,143,1130,1189,533,1957,605,184,409,174,492,183,627,1320,2077,137,1387,401,1275
48375,50416,553,606,363,2993,7272,2157,6729,1681,593,2001,783,1587,397,2146,3875,6929,517,5774,1667,1793
48377,1970,200,84,16,191,55,48,232,76,20,64,16,37,3,47,174,201,58,267,30,151
48379,3383,41,66,38,230,370,198,500,105,32,113,31,204,15,137,393,392,22,292,93,111
48381,62505,737,738,652,3395,5503,2767,7988,1928,880,2891,1064,2731,532,2297,8283,9008,624,5884,1883,2720
48383,1642,50,431,19,86,52,75,155,109,9,35,12,46,11,19,147,138,13,117,29,89
48385,978,37,12,8,68,46,29,102,23,16,33,21,51,6,36,122,149,8,116,30,65
48387,4850,86,73,45,244,853,197,552,167,31,137,49,104,21,215,542,860,37,305,90,242
48389,5346,82,548,58,447,146,195,769,312,51,118,120,107,29,138,463,488,54,671,123,427
48391,2760,64,203,19,295,133,90,287,91,19,71,45,99,14,87,268,399,20,310,84,162
48393,457,28,46,7,30,24,18,55,14,2,15,2,13,5,22,72,30,4,17,8,45
48395,7621,168,165,97,596,701,360,829,192,84,176,108,295,40,308,962,1050,75,848,162,405
48397,44509,97,297,274,3010,4128,2350,4781,1745,1016,2216,801,3236,540,2383,5059,5342,707,3680,1246,1601
48399,4478,89,185,51,259,551,158,552,120,33,180,49,115,18,194,458,771,32,331,103,229
48401,20312,245,929,272,1446,2550,947,2182,764,253,639,240,725,84,1153,1968,2849,135,1628,449,854
48403,2963,42,93,36,321,292,76,382,90,14,86,32,113,16,87,360,475,19,207,78,144
48405,2811,60,51,86,298,398,76,319,99,15,59,25,63,16,87,277,514,18,141,50,159
48407,7826,46,192,66,694,656,359,1024,356,70,171,103,324,49,340,976,923,65,666,197,549
48409,28278,239,787,297,4010,1589,966,3112,885,249,670,435,1118,122,1264,3047,4134,467,3282,694,911
48411,2476,144,90,19,133,174,170,304,86,46,76,19,95,11,76,239,252,22,215,99,206
48413,1067,28,106,36,106,46,50,113,40,8,39,3,33,6,24,174,113,7,49,27,59
48415,6134,108,643,87,383,256,253,720,224,58,166,76,190,19,259,812,565,54,642,207,412
48417,1358,27,164,7,79,77,52,184,35,17,45,19,43,7,42,146,188,22,97,31,76
48419,8361,281,297,97,694,1439,257,872,282,52,279,63,226,41,304,1010,1025,49,551,163,379
48421,981,247,21,6,39,55,71,131,36,5,18,6,18,7,17,121,67,7,48,24,37
48423,89817,812,1893,493,4567,5991,4396,10803,3719,1867,2822,1113,3815,583,4842,8667,19204,976,8423,2640,2191
48425,3274,20,114,137,209,186,121,356,139,33,74,36,117,9,124,377,516,42,308,114,242
48427,22092,232,321,145,1387,582,425,2532,501,128,530,166,463,33,793,4120,6664,97,1668,303,1002
48429,3571,68,329,62,287,363,131,411,109,31,130,39,110,20,96,288,439,47,275,94,242
48431,501,33,53,10,43,21,17,52,10,3,25,5,23,4,14,30,53,4,62,19,20
48433,576,24,42,8,50,25,17,75,13,7,18,3,15,5,14,33,117,5,37,22,46
48435,1542,56,251,5,129,51,91,149,40,8,42,23,50,2,63,134,136,11,142,41,118
48437,2635,265,35,52,126,188,156,289,145,30,73,16,58,10,51,333,295,26,195,71,221
48439,919927,1686,7337,3546,48799,81460,52185,100194,60225,17131,48661,16073,53146,11358,69219,85196,110990,15027,87519,25637,24538
48441,55637,233,1133,501,3193,2601,2383,7161,1632,891,2614,795,2098,315,2567,5384,11104,869,5926,1788,2449
48443,254,6,19,8,17,7,13,28,8,0,5,3,8,3,14,33,16,1,22,7,36
48445,4981,417,322,45,231,246,250,635,156,41,179,46,131,28,222,419,660,51,454,166,282
48447,708,28,56,6,56,44,38,61,30,11,17,8,15,0,22,103,93,2,42,14,62
48449,13517,250,140,202,517,3886,436,1467,515,87,360,91,213,49,537,1161,1827,64,1058,255,402
48451,45939,466,1810,398,2705,2986,1967,5454,1215,752,1812,675,1616,206,2207,4756,8374,588,4809,1414,1729
48453,561171,897,1950,3040,27574,30402,28475,54076,9916,18228,24468,12022,63106,4780,40241,59236,63884,9474,59039,19267,31096
48455,4735,58,76,47,353,359,189,566,161,39,103,48,139,30,173,535,677,136,408,124,514
48457,5876,137,126,63,668,599,169,694,166,55,158,59,218,46,160,651,867,71,455,164,350
48459,15829,90,507,222,1186,1808,716,2068,589,308,550,190,677,82,648,1633,2225,133,1320,404,473
48461,1058,20,175,10,82,50,77,86,59,8,18,12,27,11,28,73,136,17,65,14,90
48463,10316,370,298,80,545,467,398,1355,343,99,297,139,379,58,436,1230,1902,97,1033,286,504
48465,17403,179,329,137,903,1196,606,2358,936,182,526,188,433,64,996,1702,3314,173,1910,386,885
48467,18461,326,298,172,1339,1764,895,2515,678,195,602,258,725,92,669,2302,2575,195,1756,508,597
48469,39625,243,1458,507,3441,3431,1781,5191,1408,435,1191,635,1492,257,1849,3623,5906,349,3722,1174,1532
48471,22272,369,306,135,1301,1446,690,2482,555,193,488,271,860,82,867,2953,2392,263,2162,543,3914
48473,18713,112,535,125,1641,1956,1172,2058,574,206,541,300,1148,190,1078,2135,2094,247,1551,456,594
48475,5082,74,982,63,367,203,214,542,251,37,111,112,154,17,163,482,424,42,504,124,216
48477,16767,161,311,113,1144,2125,940,2132,491,198,619,232,689,108,709,1557,2628,192,1439,398,581
48479,97834,350,2477,528,3856,1427,3301,12377,12576,728,2664,1227,2650,173,6782,14404,15899,1129,9641,1817,3828
48481,21389,1104,851,228,1744,1954,1052,2769,708,201,619,327,756,134,851,2155,2651,221,1792,617,655
48483,1918,103,219,18,88,65,74,246,73,15,62,15,33,8,42,299,221,8,212,25,92
48485,47571,230,932,271,2086,3919,1672,5970,1738,598,1463,665,1415,175,2398,4836,9222,932,5176,1682,2191
48487,6243,140,120,140,238,763,143,663,145,97,202,62,134,28,161,715,1494,56,506,189,247
48489,6668,331,74,62,345,228,188,864,209,99,132,66,149,27,479,753,1579,69,622,130,262
48491,251905,430,1537,1880,16084,18800,15478,27049,4524,6673,10999,4126,23733,1832,15362,25707,29661,4194,22856,8315,12665
48493,20357,123,671,578,1654,1511,969,2319,746,271,872,297,1007,174,850,2436,2576,242,1729,494,838
48495,3273,55,709,24,312,139,117,371,183,16,69,60,77,12,81,321,193,25,254,93,162
48497,24986,132,1325,195,1863,2218,1233,3005,1611,267,833,399,912,136,1163,2348,3360,288,2142,660,896
48499,15081,188,301,210,954,1469,771,2074,624,288,523,162,618,66,580,1529,2284,158,1374,380,528
48501,2784,202,483,22,213,67,120,293,94,22,58,29,55,13,97,396,244,11,207,75,83
48503,7998,97,650,87,470,1063,281,1006,175,88,296,99,240,47,233,814,1263,99,588,155,247
48505,3654,41,301,75,259,92,78,399,97,20,116,37,80,5,168,357,833,12,349,103,232
48507,4269,154,227,24,277,250,85,445,148,21,88,53,103,30,164,632,842,28,419,115,164
49001,2358,283,94,15,173,126,52,280,85,19,43,12,44,9,48,225,290,45,279,48,188
49003,25315,299,87,90,1757,5647,912,2901,1236,286,575,203,932,158,1265,2095,2647,417,1904,529,1375
49005,56514,587,111,109,3232,11026,1396,6146,1628,913,1591,516,3975,490,2713,7306,5912,1062,3982,1082,2737
49007,9815,28,570,260,587,361,408,1277,433,160,215,80,377,58,445,1146,1348,176,785,314,787
49009,351,2,5,4,38,16,7,43,12,4,5,1,13,3,12,36,16,0,68,10,56
49011,144065,463,310,684,8894,13619,5636,16576,6838,3010,6810,2023,11021,2420,8607,13773,18151,3472,10698,4023,7037
49013,6887,54,979,67,488,228,203,741,464,147,119,77,185,50,164,831,935,82,353,143,577
49015,3207,18,203,142,289,96,62,421,100,112,58,15,102,20,105,374,371,39,291,103,286
49017,2014,42,24,21,100,57,26,212,39,93,29,15,40,4,46,219,196,63,617,28,143
49019,5365,22,132,45,314,105,91,729,97,83,81,132,168,27,140,337,435,393,1564,94,376
49021,19385,429,194,101,1641,1657,463,2328,570,262,612,247,647,97,1032,2776,2117,350,2175,447,1240
49023,4479,73,49,39,467,577,101,479,105,91,69,36,204,11,158,514,623,56,401,82,344
49025,3101,4,34,49,142,90,54,434,78,39,95,42,73,3,75,271,300,90,614,342,272
49027,5038,345,117,338,293,249,138,668,186,55,82,20,134,20,423,560,476,80,416,83,355
49029,5053,38,27,42,487,486,215,540,170,94,164,62,349,63,243,543,651,116,377,115,271
49031,428,42,6,2,32,22,10,53,25,4,6,4,12,2,9,72,38,3,44,9,33
49033,750,30,36,6,68,41,14,85,22,8,20,21,22,11,33,107,72,9,48,37,60
49035,544550,993,2014,2105,31891,43646,22770,61251,23805,15451,33211,8540,41279,10746,41327,55479,61936,9731,42759,14658,20958
49037,4021,28,225,23,284,93,62,334,113,43,77,26,63,10,84,725,651,62,609,66,443
49039,8808,167,235,36,588,851,195,1077,338,260,208,70,296,75,301,1550,1048,105,631,159,618
49041,8798,128,364,48,523,512,269,1269,735,129,193,38,265,28,253,1026,1044,83,953,142,796
49043,22044,68,96,85,1328,1043,640,2394,823,496,760,714,1458,302,1008,2077,1956,2321,3088,560,827
49045,29106,140,270,141,1981,3352,1207,3460,1713,613,1128,358,1649,387,2126,2658,2884,447,2386,775,1431
49047,14072,80,1751,182,1004,376,534,1949,762,304,262,257,422,61,348,1312,1362,274,1229,346,1257
49049,247756,1261,806,929,20725,19110,8608,30494,6499,12059,8812,3339,20172,2655,16490,28959,29291,5115,18370,5810,8252
49051,14543,42,66,135,1261,714,420,1957,495,347,400,346,854,153,783,1398,1417,987,1775,365,628
49053,59347,211,334,239,5090,2942,1454,8039,3552,1174,1514,904,2809,233,2846,5454,9233,1782,7270,1637,2630
49055,953,10,19,14,104,18,20,121,20,8,15,3,21,1,20,133,121,45,187,26,47
49057,109670,467,198,340,7383,16395,3807,12871,3941,1540,4055,1179,5929,958,7948,9693,12877,1963,7954,2610,7562
50001,17402,506,50,94,1111,1780,460,2206,402,216,461,137,878,59,420,2996,2923,268,1332,483,620
50003,15198,104,8,53,673,1998,287,2075,280,221,307,158,519,185,573,2013,2864,270,1637,421,552
50005,12679,144,10,47,695,1484,291,1774,314,202,337,106,410,40,359,1858,2351,154,998,375,730
50007,84395,283,37,427,3499,7234,2969,9700,1962,1750,2834,893,6655,702,3490,11949,14501,1569,7396,2635,3910
50009,2038,83,2,10,97,272,34,289,63,25,45,13,48,6,52,255,361,26,146,47,164
50011,23511,463,26,117,1380,3299,921,3008,908,327,504,177,860,78,1409,2738,3640,237,1673,549,1197
50013,3522,44,6,21,235,418,152,465,151,59,80,28,185,15,160,411,553,34,245,86,174
50015,11834,165,11,81,792,830,262,1386,191,139,358,109,526,77,378,1251,1930,137,2203,373,635
50017,12920,203,29,43,737,1194,462,1524,310,154,466,115,561,62,348,1897,2629,123,855,354,854
50019,11342,239,6,43,676,1447,301,1483,308,126,277,94,269,52,305,1438,2170,90,1160,291,567
50021,29907,198,268,324,1651,3019,981,4132,681,381,598,284,1006,333,1124,3527,5598,373,3386,914,1129
50023,29103,141,56,133,1359,2014,905,3514,567,445,1528,252,1664,257,971,3534,5050,342,2792,1099,2480
50025,20060,265,24,108,1021,1817,757,2440,386,257,460,254,652,119,761,2943,3414,243,2526,595,1018
50027,26296,230,43,133,1305,2435,756,3098,536,525,593,238,1157,137,775,3866,5389,396,2687,752,1245
51001,14883,357,7,75,738,2042,445,1871,400,162,280,172,938,148,601,1529,1788,184,1712,474,960
51003,45578,393,46,137,2032,1705,1016,4586,821,997,1095,700,3415,1004,2302,8464,7963,1304,4302,1875,1421
51005,7181,19,7,30,435,1327,196,843,255,72,130,47,205,75,239,724,1072,100,866,260,279
51007,5940,112,9,39,722,442,306,671,216,64,220,60,284,138,318,527,842,75,363,191,341
51009,13944,129,15,73,874,2333,407,1553,400,124,450,142,603,200,671,1466,2352,167,1110,373,502
51011,6921,67,25,32,555,927,201,943,237,57,204,71,312,111,337,632,1080,77,504,188,361
51013,117879,38,16,276,3087,1124,1891,6652,1491,3862,4662,2226,29820,2087,7136,10751,8736,2025,10058,9409,12532
51015,35571,241,36,259,2449,5374,1335,4445,1833,454,666,371,1292,644,1390,3537,5547,459,2923,1145,1171
51017,1967,11,3,28,151,148,37,147,34,13,29,20,80,19,62,208,278,22,547,40,90
51019,33727,167,27,203,2284,4365,1624,4012,1048,417,1094,427,2054,627,1652,3187,5252,400,2549,1225,1113
51021,2650,13,17,11,120,476,169,334,56,23,49,17,62,43,132,253,415,22,167,58,213
51023,14895,34,29,85,909,1587,805,1717,673,175,514,177,769,458,807,1396,2357,202,1121,495,585
51025,6953,188,18,31,384,721,199,798,445,50,171,59,221,102,523,706,1071,60,509,190,507
51027,7422,34,656,67,421,352,199,1053,290,61,180,51,308,118,401,805,1141,46,474,250,515
51029,6569,118,60,56,491,324,123,812,232,47,137,61,252,115,322,779,1139,52,518,210,721
51031,23917,161,32,128,1603,3627,953,3027,726,250,739,280,1252,354,1411,2097,3456,266,1990,778,787
51033,15789,94,19,143,1193,845,810,2140,747,166,663,207,1086,342,910,1306,1877,440,1375,568,858
51035,11824,91,44,30,530,2254,283,1497,373,89,208,102,336,120,481,1246,2119,150,956,286,629
51036,3590,55,6,23,266,442,167,380,188,41,127,34,157,93,260,281,426,80,261,124,179
51037,4995,110,4,50,229,585,176,650,266,42,104,46,173,62,247,615,743,56,329,154,354
51041,166887,241,100,1021,10088,8944,7077,18825,6571,2663,9752,2300,12303,5934,11073,14441,24125,3262,13370,5934,8863
51043,7253,88,12,36,591,444,237,762,257,148,251,88,813,119,376,867,734,108,540,299,483
51045,1926,15,5,35,146,233,69,278,60,8,74,16,80,27,80,192,349,20,125,54,60
51047,21057,241,48,144,1900,1099,616,2412,534,431,522,274,2087,258,1136,2297,2634,329,1801,862,1432
51049,4471,57,5,20,411,245,135,599,148,57,131,43,164,55,241,530,655,53,345,120,457
51051,5016,16,363,51,297,142,89,635,168,51,97,26,276,68,269,730,757,20,315,100,546
51053,13129,59,41,120,1025,1113,507,1572,1000,106,375,126,511,276,778,1272,1976,206,895,429,742
51057,5450,74,13,40,442,361,217,735,192,81,193,73,302,107,287,453,770,71,505,194,340
51059,528475,324,150,1302,20266,7424,10777,46203,10684,15801,19674,8501,115265,10383,33625,52254,49177,8940,48096,30610,39019
51061,36461,215,53,228,3469,1226,1113,4170,1013,734,1031,524,4865,537,1822,4081,3824,695,3220,1593,2048
51063,6194,123,14,34,412,1085,218,716,133,84,127,61,232,59,243,832,903,64,477,163,214
51065,11489,108,14,84,664,471,310,1282,269,200,255,158,712,272,609,1880,1902,273,993,467,566
51067,22102,201,38,65,1728,3454,879,2683,728,230,615,219,838,388,1124,2418,3224,300,1539,719,712
51069,39639,251,84,186,2619,4053,1276,4779,1754,653,1217,414,2560,873,2138,4508,5283,609,3291,1227,1864
51071,7145,15,9,36,422,1467,142,756,153,50,125,65,300,56,264,1271,893,76,508,168,369
51073,16210,79,7,106,1212,1720,402,1940,377,185,391,250,1069,288,801,1699,2242,497,1609,616,720
51075,10512,48,18,78,774,446,495,1122,256,141,905,149,917,464,633,809,1398,191,722,362,584
51077,6243,81,25,32,277,1218,112,781,199,70,142,37,145,49,263,560,1089,103,506,131,423
51079,8234,60,20,42,504,487,207,1028,188,148,178,123,599,142,422,1148,1312,176,773,318,359
51081,4351,51,23,37,182,697,130,513,238,36,62,44,104,31,242,340,642,32,406,104,437
51083,15005,176,14,138,791,2514,438,1782,683,144,303,160,441,161,810,1458,2297,263,1271,417,744
51085,54244,189,76,324,4057,2649,2970,6042,1384,938,3494,739,4343,2200,3113,5241,6692,1174,3961,1852,2806
51087,159305,188,73,769,7113,6418,6548,17160,4773,2712,12779,2417,13750,6506,12013,13817,22414,2946,13435,5624,7850
51089,21061,76,19,73,829,4168,692,2823,919,255,449,182,887,264,1427,1864,2895,224,1530,631,854
51091,845,23,1,8,95,73,32,87,34,10,33,11,20,9,25,75,123,7,70,37,72
51093,16581,130,6,250,918,2803,525,1605,456,190,447,230,1091,301,917,1476,2193,214,1331,592,906
51095,28701,58,11,253,1347,1677,706,3110,518,379,606,517,2161,712,1465,3795,3742,1908,3959,813,964
51097,3852,42,8,18,378,379,142,526,138,39,119,45,212,84,218,347,432,74,311,139,201
51099,9619,82,16,67,785,273,261,1036,305,181,349,131,1359,132,510,964,1036,148,751,418,815
51101,9753,92,22,72,958,768,510,1162,327,131,355,139,583,276,551,821,1175,228,741,345,497
51103,4965,35,4,22,374,311,157,651,170,68,178,60,274,101,245,386,885,86,482,211,265
51105,7589,59,228,39,405,612,195,1123,175,87,170,60,200,116,299,1077,1383,66,550,170,575
51107,201037,342,75,622,9163,4487,5819,20200,7108,7802,8265,2862,45028,4035,12534,18128,17187,3822,16070,8799,8689
51109,13167,126,35,222,1072,1063,479,1622,429,172,428,216,709,267,689,1579,1758,238,1018,418,627
51111,4892,95,6,29,366,613,173,588,219,49,106,39,156,56,244,493,694,40,307,134,485
51113,5927,102,11,44,518,467,207,980,132,76,101,58,338,67,214,788,798,91,425,196,314
51115,3004,48,2,22,184,232,96,416,93,36,88,36,191,41,141,366,387,70,263,144,148
51117,12880,307,11,100,669,1511,358,1617,685,143,272,98,441,167,863,1214,1854,129,1111,433,897
51119,5555,52,3,29,487,480,218,811,157,69,164,85,303,161,267,404,808,132,433,233,259
51121,34649,114,59,124,1271,3850,770,3778,740,443,609,549,1897,330,1659,8771,4114,495,3171,903,1002
51125,6231,223,10,56,426,621,162,622,154,61,114,82,295,103,241,866,925,87,698,270,215
51127,9350,48,14,94,877,790,472,888,308,126,375,121,603,333,495,890,1131,263,642,305,575
51131,4815,372,2,13,212,558,134,511,186,44,98,62,207,51,195,454,642,132,483,158,301
51133,5017,40,0,34,390,435,181,706,159,51,155,59,279,72,196,454,673,101,414,279,339
51135,6300,98,13,47,380,425,202,875,245,65,154,59,224,86,267,694,1148,45,444,178,651
51137,14395,342,31,150,1123,1172,523,1838,420,181,408,219,820,189,670,1691,1899,230,1162,536,791
51139,10841,109,11,50,858,1578,291,1265,284,124,255,137,594,108,491,992,1300,463,1085,329,517
51141,6756,159,9,20,376,1451,189,772,227,67,130,37,374,86,238,688,913,85,454,191,290
51143,26276,260,18,125,1619,4622,1100,3239,789,222,617,268,793,322,1551,2764,3896,286,1925,747,1113
51145,13684,46,35,124,1373,642,654,1530,321,171,802,191,1131,467,736,1198,1771,218,891,545,838
51147,8728,90,22,47,443,464,205,1009,223,90,181,96,266,96,489,1544,1498,65,786,282,832
51149,14324,36,11,157,915,1312,580,1681,964,148,454,161,738,400,839,1331,1928,201,1199,493,776
51153,208863,208,153,892,14582,4434,4949,24943,5653,4579,5717,3114,31840,3452,14741,21765,22392,3690,19609,8994,13156
51155,14259,107,29,79,500,3324,373,1716,482,102,241,146,417,138,772,1736,1862,176,1164,350,545
51157,2778,47,3,12,309,145,72,385,55,46,78,34,222,28,144,324,299,31,295,120,129
51159,3939,64,1,44,289,322,145,504,137,51,122,44,226,43,171,394,486,70,324,160,342
51161,45285,68,31,225,2173,3813,2098,5423,1684,609,1900,541,2653,1524,2449,4210,8113,662,3675,1608,1826
51163,9572,51,28,46,557,1227,245,1208,258,107,188,96,441,109,317,1642,1141,144,1033,304,430
51165,41063,606,58,165,2839,5853,1799,4496,2071,632,865,531,1714,461,1445,5984,4874,568,3676,1095,1331
51167,9615,40,475,116,658,844,222,1254,308,79,221,57,430,108,451,1040,1539,60,722,345,646
51169,8340,43,74,61,698,1308,173,1114,225,133,188,45,200,116,356,794,1362,63,724,233,430
51171,18899,141,22,89,1302,2899,570,2371,699,357,481,206,1045,418,816,1912,2150,285,1576,619,941
51173,12535,35,35,57,458,2626,303,1501,381,119,190,63,271,151,937,1081,2239,135,964,228,761
51175,7181,177,9,79,394,836,362,878,312,100,147,66,247,73,301,761,970,61,474,200,734
